"TRAN_NUMBER","STOCK_CODE","TYPE","DATE","REFERENCE","REFERENCE_NUMERIC","DETAILS","QUANTITY","COST_PRICE","SALES_PRICE","QTY_USED","ISP_REFERENCE","ARTEFACT_TYPE","GDN_NUMBER","GRN_NUMBER","RECORD_CREATE_DATE","RECORD_MODIFY_DATE","RECORD_DELETED","CUMULATIVE_QUANTITY"
173998,"CAP02930293251T","MO","2022-09-30","BOM OUT (PSS)",0,"CAP02930293251T",-3.9996,0.43600000000000005,0,0,0,0,0,0,"2022-09-30 09:36:24","2022-09-30 09:50:01",0,4936.607899999968
174010,"CAP02930293251T","MO","2022-09-30","BOM OUT (PSS)",0,"CAP02930293251T",-45.9954,0.43600000000000005,0,0,0,0,0,0,"2022-09-30 09:50:01","2022-09-30 09:53:05",0,4890.612499999968
174016,"CAP02930293251T","MO","2022-09-30","BOM OUT (PSS)",0,"CAP02930293251T",-1.9998,0.43600000000000005,0,0,0,0,0,0,"2022-09-30 09:53:05","2022-09-30 10:01:29",0,4888.612699999969
174026,"CAP02930293251T","MO","2022-09-30","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-09-30 10:01:29","2022-10-04 09:24:15",0,4840.6174999999685
174142,"CAP02930293251T","MO","2022-10-04","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-04 09:24:15","2022-10-04 13:08:12",0,4792.622299999968
174276,"CAP02930293251T","MO","2022-10-04","BOM OUT (PSS)",0,"CAP02930293251T",-6.9993,0.43600000000000005,0,0,0,0,0,0,"2022-10-04 13:08:12","2022-10-05 08:42:59",0,4785.622999999968
174354,"CAP02930293251T","MO","2022-10-05","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-05 08:42:59","2022-10-05 08:45:45",0,4737.6277999999675
174360,"CAP02930293251T","MO","2022-10-05","BOM OUT (PSS)",0,"CAP02930293251T",-57.9942,0.43600000000000005,0,0,0,0,0,0,"2022-10-05 08:45:45","2022-10-05 14:32:24",0,4679.633599999967
174526,"CAP02930293251T","MO","2022-10-05","BOM OUT (PSS)",0,"CAP02930293251T",-6.3327,0.43600000000000005,0,0,0,0,0,0,"2022-10-05 14:32:24","2022-10-07 07:13:52",0,4673.300899999967
175022,"CAP02930293251T","MO","2022-10-07","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-07 07:13:52","2022-10-10 15:55:00",0,4625.305699999967
175253,"CAP02930293251T","MO","2022-10-10","BOM OUT (PSS)",0,"CAP02930293251T",-14.9985,0.43600000000000005,0,0,0,0,0,0,"2022-10-10 15:55:00","2022-10-11 08:56:58",0,4610.307199999967
175296,"CAP02930293251T","MO","2022-10-11","BOM OUT (PSS)",0,"CAP02930293251T",-3.4121,0.43600000000000005,0,0,0,0,0,0,"2022-10-11 08:56:58","2022-10-11 08:57:01",0,4606.895099999968
175297,"CAP02930293251T","MO","2022-10-11","BOM OUT (PSS)",0,"CAP02930293251T",-8.5867,0.43600000000000005,0,0,0,0,0,0,"2022-10-11 08:57:01","2022-10-11 09:01:23",0,4598.308399999968
175300,"CAP02930293251T","MO","2022-10-11","BOM OUT (PSS)",0,"CAP02930293251T",-41.9958,0.43600000000000005,0,0,0,0,0,0,"2022-10-11 09:01:23","2022-10-11 09:09:59",0,4556.312599999968
175311,"CAP02930293251T","MO","2022-10-11","BOM OUT (PSS)",0,"CAP02930293251T",-8.9991,0.43600000000000005,0,0,0,0,0,0,"2022-10-11 09:09:59","2022-10-11 09:17:15",0,4547.313499999968
175319,"CAP02930293251T","MO","2022-10-11","BOM OUT (PSS)",0,"CAP02930293251T",-55.9944,0.43600000000000005,0,0,0,0,0,0,"2022-10-11 09:17:15","2022-10-13 06:40:50",0,4491.319099999969
175449,"CAP02930293251T","MO","2022-10-13","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-13 06:40:50","2022-10-14 06:23:39",0,4443.3238999999685
175557,"CAP02930293251T","MO","2022-10-14","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-14 06:23:39","2022-10-14 06:28:19",0,4395.328699999968
175564,"CAP02930293251T","MO","2022-10-14","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-14 06:28:19","2022-10-17 15:39:12",0,4347.333499999968
175951,"CAP02930293251T","MO","2022-10-17","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-17 15:39:12","2022-10-17 15:42:50",0,4299.338299999968
175957,"CAP02930293251T","MO","2022-10-17","BOM OUT (PSS)",0,"CAP02930293251T",-7.9992,0.43600000000000005,0,0,0,0,0,0,"2022-10-17 15:42:50","2022-10-17 15:44:56",0,4291.339099999967
175962,"CAP02930293251T","MO","2022-10-17","BOM OUT (PSS)",0,"CAP02930293251T",-39.996,0.43600000000000005,0,0,0,0,0,0,"2022-10-17 15:44:56","2022-10-18 09:19:20",0,4251.343099999967
176000,"CAP02930293251T","MO","2022-10-18","BOM OUT (PSS)",0,"CAP02930293251T",-22.9977,0.43600000000000005,0,0,0,0,0,0,"2022-10-18 09:19:20","2022-10-18 15:30:52",0,4228.345399999967
176186,"CAP02930293251T","MO","2022-10-18","BOM OUT (PSS)",0,"CAP02930293251T",-15.9984,0.43600000000000005,0,0,0,0,0,0,"2022-10-18 15:30:52","2022-10-18 15:35:02",0,4212.346999999967
176206,"CAP02930293251T","MO","2022-10-18","BOM OUT (PSS)",0,"CAP02930293251T",-13.9989,0.43600000000000005,0,0,0,0,0,0,"2022-10-18 15:35:02","2022-10-19 08:34:23",0,4198.348099999967
176323,"CAP02930293251T","MO","2022-10-19","BOM OUT (PSS)",0,"CAP02930293251T",-17.9982,0.43600000000000005,0,0,0,0,0,0,"2022-10-19 08:34:23","2022-10-19 10:41:34",0,4180.349899999967
176334,"CAP02930293251T","MO","2022-10-19","BOM OUT (PSS)",0,"CAP02930293251T",-62.9937,0.43600000000000005,0,0,0,0,0,0,"2022-10-19 10:41:34","2022-10-20 09:55:17",0,4117.356199999967
176460,"CAP02930293251T","MO","2022-10-20","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-20 09:55:17","2022-10-20 09:56:33",0,4069.3609999999676
176466,"CAP02930293251T","MO","2022-10-20","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-20 09:56:33","2022-10-21 07:22:57",0,4021.3657999999677
176487,"CAP02930293251T","MO","2022-10-21","BOM OUT (PSS)",0,"CAP02930293251T",-21.3312,0.43600000000000005,0,0,0,0,0,0,"2022-10-21 07:22:57","2022-10-21 07:26:03",0,4000.0345999999677
176493,"CAP02930293251T","MO","2022-10-21","BOM OUT (PSS)",0,"CAP02930293251T",-48.9951,0.43600000000000005,0,0,0,0,0,0,"2022-10-21 07:26:03","2022-10-21 08:09:07",0,3951.0394999999676
176504,"CAP02930293251T","MO","2022-10-21","BOM OUT (PSS)",0,"CAP02930293251T",-14.9985,0.43600000000000005,0,0,0,0,0,0,"2022-10-21 08:09:07","2022-10-21 08:18:41",0,3936.0409999999674
176512,"CAP02930293251T","MO","2022-10-21","BOM OUT (PSS)",0,"CAP02930293251T",-13.9986,0.43600000000000005,0,0,0,0,0,0,"2022-10-21 08:18:41","2022-10-21 10:08:19",0,3922.0423999999675
176540,"CAP02930293251T","MO","2022-10-21","BOM OUT (PSS)",0,"CAP02930293251T",-55.9944,0.43600000000000005,0,0,0,0,0,0,"2022-10-21 10:08:19","2022-10-24 08:07:33",0,3866.0479999999675
176674,"CAP02930293251T","MO","2022-10-24","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-24 08:07:33","2022-10-26 06:15:47",0,3818.0527999999676
176747,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 06:15:47","2022-10-26 06:19:18",0,3770.057599999968
176754,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 06:19:18","2022-10-26 06:21:03",0,3722.062399999968
176760,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 06:21:03","2022-10-26 09:41:41",0,3674.067199999968
176812,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-3.9996,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 09:41:41","2022-10-26 09:50:20",0,3670.067599999968
176819,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-7.9992,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 09:50:20","2022-10-26 10:00:10",0,3662.068399999968
176828,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-14.9985,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 10:00:10","2022-10-26 10:03:31",0,3647.0698999999677
176834,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-9.999,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 10:03:31","2022-10-26 10:06:06",0,3637.070899999968
176843,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-5.9994,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 10:06:06","2022-10-26 10:19:03",0,3631.0714999999677
176859,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-4.9995,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 10:19:03","2022-10-26 10:21:22",0,3626.071999999968
176865,"CAP02930293251T","MO","2022-10-26","BOM OUT (PSS)",0,"CAP02930293251T",-42.9957,0.43600000000000005,0,0,0,0,0,0,"2022-10-26 10:21:22","2022-10-27 12:25:00",0,3583.076299999968
176982,"CAP02930293251T","MO","2022-10-27","BOM OUT (PSS)",0,"CAP02930293251T",-8.9991,0.43600000000000005,0,0,0,0,0,0,"2022-10-27 12:25:00","2022-10-27 12:26:25",0,3574.077199999968
176988,"CAP02930293251T","MO","2022-10-27","BOM OUT (PSS)",0,"CAP02930293251T",-20.9979,0.43600000000000005,0,0,0,0,0,0,"2022-10-27 12:26:25","2022-10-27 12:37:37",0,3553.079299999968
176994,"CAP02930293251T","MO","2022-10-27","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-10-27 12:37:37","2022-10-27 15:10:39",0,3505.084099999968
177024,"CAP02930293251T","MO","2022-10-27","BOM OUT (PSS)",0,"CAP02930293251T",-41.9958,0.43600000000000005,0,0,0,0,0,0,"2022-10-27 15:10:39","2022-10-27 15:13:04",0,3463.088299999968
177030,"CAP02930293251T","MO","2022-10-27","BOM OUT (PSS)",0,"CAP02930293251T",-5.9994,0.43600000000000005,0,0,0,0,0,0,"2022-10-27 15:13:04","2022-11-01 12:53:32",0,3457.088899999968
177890,"CAP02930293251T","GI","2022-11-01","9993",9993,"Goods In (PSS)",6380,0.519,0,6380,9993,3,0,11888,"2022-11-01 12:53:32","2023-05-10 12:05:30",0,9837.088899999968
177988,"CAP02930293251T","MO","2022-11-02","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-11-02 12:15:27","2022-11-02 13:46:26",0,9789.093699999969
178001,"CAP02930293251T","MO","2022-11-02","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-11-02 13:46:26","2022-11-02 13:57:44",0,9741.09849999997
178009,"CAP02930293251T","MO","2022-11-02","BOM OUT (PSS)",0,"CAP02930293251T",-7.9992,0.43600000000000005,0,0,0,0,0,0,"2022-11-02 13:57:44","2022-11-02 13:59:33",0,9733.099299999969
178015,"CAP02930293251T","MO","2022-11-02","BOM OUT (PSS)",0,"CAP02930293251T",-14.9985,0.43600000000000005,0,0,0,0,0,0,"2022-11-02 13:59:33","2022-11-02 15:11:13",0,9718.10079999997
178050,"CAP02930293251T","MO","2022-11-02","BOM OUT (PSS)",0,"CAP02930293251T",-13.9986,0.43600000000000005,0,0,0,0,0,0,"2022-11-02 15:11:13","2022-11-03 11:50:35",0,9704.102199999968
178151,"CAP02930293251T","MO","2022-11-03","BOM OUT (PSS)",0,"CAP02930293251T",-33.9966,0.43600000000000005,0,0,0,0,0,0,"2022-11-03 11:50:35","2022-11-08 06:37:24",0,9670.105599999968
178331,"CAP02930293251T","MO","2022-11-08","BOM OUT (PSS)",0,"CAP02930293251T",-47.9952,0.43600000000000005,0,0,0,0,0,0,"2022-11-08 06:37:24","2022-11-09 12:51:22",0,9622.110399999969
178617,"CAP02930293251T","MO","2022-11-09","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-09 12:51:22","2022-11-09 13:13:16",0,9562.116399999968
178627,"CAP02930293251T","MO","2022-11-09","BOM OUT (PSS)",0,"CAP02930293251T",-14.9985,0.43600000000000005,0,0,0,0,0,0,"2022-11-09 13:13:16","2022-11-10 08:38:15",0,9547.117899999968
178671,"CAP02930293251T","MO","2022-11-10","BOM OUT (PSS)",0,"CAP02930293251T",-71.9928,0.43600000000000005,0,0,0,0,0,0,"2022-11-10 08:38:15","2022-11-10 08:41:49",0,9475.125099999968
178677,"CAP02930293251T","MO","2022-11-10","BOM OUT (PSS)",0,"CAP02930293251T",-12.9987,0.43600000000000005,0,0,0,0,0,0,"2022-11-10 08:41:49","2022-11-10 08:50:06",0,9462.126399999968
178687,"CAP02930293251T","MO","2022-11-10","BOM OUT (PSS)",0,"CAP02930293251T",-67.9932,0.43600000000000005,0,0,0,0,0,0,"2022-11-10 08:50:06","2022-11-11 06:19:07",0,9394.133199999967
178717,"CAP02930293251T","MO","2022-11-11","BOM OUT (PSS)",0,"CAP02930293251T",-63.327,0.43600000000000005,0,0,0,0,0,0,"2022-11-11 06:19:07","2022-11-11 06:24:33",0,9330.806199999968
178724,"CAP02930293251T","MO","2022-11-11","BOM OUT (PSS)",0,"CAP02930293251T",-69.6597,0.43600000000000005,0,0,0,0,0,0,"2022-11-11 06:24:33","2022-11-11 06:56:34",0,9261.146499999968
178751,"CAP02930293251T","MO","2022-11-11","BOM OUT (PSS)",0,"CAP02930293251T",-28.9971,0.43600000000000005,0,0,0,0,0,0,"2022-11-11 06:56:34","2022-11-11 07:23:55",0,9232.149399999967
178763,"CAP02930293251T","MO","2022-11-11","BOM OUT (PSS)",0,"CAP02930293251T",-12.9987,0.43600000000000005,0,0,0,0,0,0,"2022-11-11 07:23:55","2022-11-11 07:25:57",0,9219.150699999967
178765,"CAP02930293251T","MO","2022-11-11","BOM OUT (PSS)",0,"CAP02930293251T",-26.9973,0.43600000000000005,0,0,0,0,0,0,"2022-11-11 07:25:57","2022-11-14 10:47:34",0,9192.153399999966
179100,"CAP02930293251T","MO","2022-11-14","BOM OUT (PSS)",0,"CAP02930293251T",-51.3282,0.43600000000000005,0,0,0,0,0,0,"2022-11-14 10:47:34","2022-11-14 10:48:53",0,9140.825199999967
179106,"CAP02930293251T","MO","2022-11-14","BOM OUT (PSS)",0,"CAP02930293251T",-2.9997,0.43600000000000005,0,0,0,0,0,0,"2022-11-14 10:48:53","2022-11-16 08:45:09",0,9137.825499999966
179348,"CAP02930293251T","MO","2022-11-16","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-16 08:45:09","2022-11-16 08:46:49",0,9077.831499999966
179361,"CAP02930293251T","MO","2022-11-16","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-16 08:46:49","2022-11-16 13:38:37",0,9017.837499999965
179615,"CAP02930293251T","MO","2022-11-16","BOM OUT (PSS)",0,"CAP02930293251T",-7.3326,0.43600000000000005,0,0,0,0,0,0,"2022-11-16 13:38:37","2022-11-17 06:23:00",0,9010.504899999965
179998,"CAP02930293251T","MO","2022-11-17","BOM OUT (PSS)",0,"CAP02930293251T",-27.9972,0.43600000000000005,0,0,0,0,0,0,"2022-11-17 06:23:00","2022-11-17 06:24:43",0,8982.507699999966
180000,"CAP02930293251T","MO","2022-11-17","BOM OUT (PSS)",0,"CAP02930293251T",-2.9997,0.43600000000000005,0,0,0,0,0,0,"2022-11-17 06:24:43","2022-11-17 06:27:08",0,8979.507999999965
180006,"CAP02930293251T","MO","2022-11-17","BOM OUT (PSS)",0,"CAP02930293251T",-25.9974,0.43600000000000005,0,0,0,0,0,0,"2022-11-17 06:27:08","2022-11-17 06:29:09",0,8953.510599999965
180016,"CAP02930293251T","MO","2022-11-17","BOM OUT (PSS)",0,"CAP02930293251T",-2.9997,0.43600000000000005,0,0,0,0,0,0,"2022-11-17 06:29:09","2022-11-18 09:43:32",0,8950.510899999965
181041,"CAP02930293251T","MO","2022-11-18","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-18 09:43:32","2022-11-21 12:12:02",0,8890.516899999964
181231,"CAP02930293251T","MO","2022-11-21","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-21 12:12:02","2022-11-21 12:27:46",0,8830.522899999964
181239,"CAP02930293251T","MO","2022-11-21","BOM OUT (PSS)",0,"CAP02930293251T",-53.328,0.43600000000000005,0,0,0,0,0,0,"2022-11-21 12:27:46","2022-11-22 06:30:09",0,8777.194899999964
181335,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 06:30:09","2022-11-22 06:40:05",0,8717.200899999963
181349,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 06:40:05","2022-11-22 06:41:43",0,8657.206899999963
181356,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-41.9958,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 06:41:43","2022-11-22 06:53:19",0,8615.211099999962
181366,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-15.2072,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 06:53:19","2022-11-22 06:53:20",0,8600.003899999962
181367,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-2.4577,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 06:53:20","2022-11-22 06:54:59",0,8597.54619999996
181373,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-21.9978,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 06:54:59","2022-11-22 07:02:08",0,8575.548399999961
181383,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-16.9983,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 07:02:08","2022-11-22 07:04:59",0,8558.550099999962
181389,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-8.9991,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 07:04:59","2022-11-22 07:07:23",0,8549.550999999961
181395,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-5.9994,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 07:07:23","2022-11-22 13:52:36",0,8543.55159999996
181481,"CAP02930293251T","MO","2022-11-22","BOM OUT (PSS)",0,"CAP02930293251T",-59.994,0.43600000000000005,0,0,0,0,0,0,"2022-11-22 13:52:36","2022-11-24 13:03:33",0,8483.55759999996
181780,"CAP02930293251T","MO","2022-11-24","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-59.994,0.43600000000000005,0,0,0,1,0,0,"2022-11-24 13:03:33","2022-11-25 08:57:34",0,8423.56359999996
181828,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX051YL012003000EB090WIP",-2.9997,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 08:57:34","2022-11-25 09:06:37",0,8420.56389999996
181837,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-2.9997,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:06:37","2022-11-25 09:09:11",0,8417.564199999959
181847,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX051YL012003000EB090WIP",-48.9951,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:09:11","2022-11-25 09:10:16",0,8368.569099999959
181849,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-56.9943,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:10:16","2022-11-25 09:10:50",0,8311.574799999958
181860,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX051YL012003000EB090WIP",-2.9997,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:10:50","2022-11-25 09:46:15",0,8308.575099999958
181870,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-53.9946,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:46:15","2022-11-25 09:49:05",0,8254.580499999958
181876,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-5.9994,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:49:05","2022-11-25 09:58:57",0,8248.581099999958
181892,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-5.9994,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 09:58:57","2022-11-25 10:01:23",0,8242.581699999957
181898,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-53.9946,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 10:01:23","2022-11-25 13:53:31",0,8188.587099999957
181932,"CAP02930293251T","MO","2022-11-25","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-59.994,0.43600000000000005,0,0,0,1,0,0,"2022-11-25 13:53:31","2022-12-07 08:01:22",0,8128.593099999957
182762,"CAP02930293251T","MO","2022-12-07","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-57.9942,0.43600000000000005,0,0,0,1,0,0,"2022-12-07 08:01:22","2022-12-07 08:13:05",0,8070.598899999957
182791,"CAP02930293251T","MO","2022-12-07","BOM OUT (PSS)",0,"WS051RD012003000EB090WIP",-48.9951,0.43600000000000005,0,0,0,1,0,0,"2022-12-07 08:13:05","2022-12-13 06:52:43",0,8021.603799999957
183453,"CAP02930293251T","MO","2022-12-13","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-39.5901,0.43600000000000005,0,0,0,1,0,0,"2022-12-13 06:52:43","2022-12-13 06:52:44",0,7982.013699999957
183454,"CAP02930293251T","MO","2022-12-13","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-18.4041,0.43600000000000005,0,0,0,1,0,0,"2022-12-13 06:52:44","2022-12-13 06:54:27",0,7963.609599999957
183461,"CAP02930293251T","MO","2022-12-13","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-55.9944,0.43600000000000005,0,0,0,1,0,0,"2022-12-13 06:54:27","2022-12-14 06:26:34",0,7907.615199999957
183488,"CAP02930293251T","MO","2022-12-14","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-55.9944,0.43600000000000005,0,0,0,1,0,0,"2022-12-14 06:26:34","2022-12-14 06:30:55",0,7851.620799999958
183494,"CAP02930293251T","MO","2022-12-14","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-59.994,0.43600000000000005,0,0,0,1,0,0,"2022-12-14 06:30:55","2022-12-14 06:32:29",0,7791.626799999958
183500,"CAP02930293251T","MO","2022-12-14","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-55.9944,0.43600000000000005,0,0,0,1,0,0,"2022-12-14 06:32:29","2022-12-15 07:19:08",0,7735.632399999959
183693,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-5.9994,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 07:19:08","2022-12-15 07:22:25",0,7729.632999999959
183700,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-64.9935,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 07:22:25","2022-12-15 07:27:30",0,7664.639499999959
183707,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-62.9937,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 07:27:30","2022-12-15 07:54:22",0,7601.645799999959
183714,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-62.9937,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 07:54:22","2022-12-15 07:57:04",0,7538.652099999959
183721,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-48.9951,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 07:57:04","2022-12-15 08:04:21",0,7489.656999999959
183727,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-62.9937,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 08:04:21","2022-12-15 08:07:17",0,7426.663299999959
183734,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX050WH012003000EB090WIP",-4,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 08:07:17","2022-12-15 08:07:19",0,7422.663299999959
183736,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX050WH012003000EB090WIP",-51.9944,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 08:07:19","2022-12-15 10:30:43",0,7370.66889999996
183777,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-61.9938,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 10:30:43","2022-12-15 12:53:06",0,7308.6750999999595
183814,"CAP02930293251T","MO","2022-12-15","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-5.9994,0.43600000000000005,0,0,0,1,0,0,"2022-12-15 12:53:06","2022-12-16 06:34:14",0,7302.67569999996
183861,"CAP02930293251T","MO","2022-12-16","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-49.995,0.43600000000000005,0,0,0,1,0,0,"2022-12-16 06:34:14","2022-12-21 05:59:00",0,7252.68069999996
184475,"CAP02930293251T","MO","2022-12-21","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-58.3275,0.43600000000000005,0,0,0,1,0,0,"2022-12-21 05:59:00","2022-12-21 06:01:23",0,7194.3531999999595
184481,"CAP02930293251T","MO","2022-12-21","BOM OUT (PSS)",0,"WS051WH012003000WIP",-56.3277,0.43600000000000005,0,0,0,1,0,0,"2022-12-21 06:01:23","2022-12-21 06:04:52",0,7138.02549999996
184487,"CAP02930293251T","MO","2022-12-21","BOM OUT (PSS)",0,"WS051WH012003000WIP",-27.3306,0.43600000000000005,0,0,0,1,0,0,"2022-12-21 06:04:52","2022-12-21 10:29:40",0,7110.6948999999595
